,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist,Mood,MoodR,ExplicitR
523,Lost Without You,3cWI6Hj9LQ0MfMuhw9uSMc,Freya Ridings,Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,['uk pop'],225853,69,False,0.386,0.136,6,-9.267,1,0.0458,0.932,0.0,0.0653,0.0976,67.016,Life_Sucks,Sad,3,0
524,The Climb,0V8FYVlBFuXXTIvRnMbZyS,Hannah Montana The Movie,Various Artists,0LyfQWJT6nXafLPZqxe9Of,[],236066,69,False,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074,Life_Sucks,Sad,3,0
525,Sad Song (feat. Elena Coats),05CrK6Q5VGtfPDtyQFJ4Kf,Somewhere Somehow,We The Kings,3ao3jf5d70Tf4fPh2bnXVl,"['neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",226330,69,False,0.512,0.526,1,-5.44,1,0.0251,0.0724,0.0,0.0675,0.249,85.024,Life_Sucks,Sad,3,0
526,The One That Got Away - Acoustic,5jx8tCxiO0uIbo2uNia23K,Teenage Dream: The Complete Confection,Katy Perry,6jJ0s89eD6GaHleKKya26X,"['dance pop', 'pop']",259040,69,False,0.714,0.434,4,-11.542,1,0.0396,0.697,0.0,0.0919,0.352,123.942,Life_Sucks,Sad,3,0
527,High Hopes,6KkyuDhrEhR5nJVKtv9mCf,In A Perfect World (Expanded Edition),Kodaline,4BxCuXFJrSWGi1KHcVqaU4,"['irish pop', 'pop', 'pop rock', 'uk pop']",230266,68,False,0.488,0.487,4,-6.371,1,0.0305,0.577,0.0,0.193,0.219,77.278,Life_Sucks,Sad,3,0
528,A Drop In The Ocean,5JDcQAztvZTIkrWoZihgvC,The Bedroom Demos,Ron Pope,6CmXhyslohOFRJMtPpRm4O,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'uk pop', 'viral pop']",220239,68,False,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,Life_Sucks,Sad,3,0
529,Superficial Love,5hwh37sTi84MVhCBMWzhGE,The Intro,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",207973,68,False,0.477,0.242,8,-9.162,1,0.0529,0.928,0.0,0.0818,0.488,43.509,Life_Sucks,Sad,3,0
530,Privilege,0Nwar8rweBUyfyuoyjjUvk,"My Dear Melancholy,",The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",170573,68,True,0.404,0.564,11,-7.013,0,0.0344,0.915,0.00252,0.134,0.371,93.631,Life_Sucks,Sad,3,1
531,Skyscraper,4B3RmT3cGvh8By3WY9pbIx,Unbroken,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",221293,68,False,0.573,0.581,7,-3.325,1,0.0276,0.148,0.0,0.128,0.188,103.82,Life_Sucks,Sad,3,0
532,Love You Goodbye,1ZWLWVqeEMWMKTlteS0yLH,Made In The A.M. (Deluxe Edition),One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",196933,68,False,0.546,0.657,1,-4.787,1,0.0332,0.0928,0.0,0.119,0.361,133.188,Life_Sucks,Sad,3,0
533,that way - with Jeremy Zucker,6W4SftknKhWj0iFoHN7aYU,that way (with Jeremy Zucker),Tate McRae,45dkTj5sMRSjrmBSBeiHym,"['pop', 'uk pop']",174299,68,False,0.394,0.398,0,-10.202,1,0.219,0.573,0.0,0.313,0.361,78.438,Life_Sucks,Sad,3,0
534,Carry You,0u4rkpmNtgcFxYHepnVF4v,Bathing Beach,Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,"['ambient folk', 'indie folk', 'pop']",273106,68,False,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,Life_Sucks,Sad,3,0
535,Consequences,7sTtHHrD0zDpmzQzH3zegz,Camila,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",178466,68,False,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,Life_Sucks,Sad,3,0
536,Purpose,2IjyFRCRn8x1bEquOM3vxg,Purpose (Deluxe),Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",210160,68,False,0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,Life_Sucks,Sad,3,0
537,Half a Heart,6nIE1oCE4udqMGv3bqVNVb,Midnight Memories (Deluxe),One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",188546,67,False,0.515,0.714,0,-4.516,1,0.0348,0.286,0.0,0.118,0.495,155.954,Life_Sucks,Sad,3,0
538,Sober,0STK94RxUulYqWzwFlyAb5,Sober,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",197893,68,False,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,Life_Sucks,Sad,3,0
539,when was it over? (feat. Sam Hunt),779UN3kabApm2zfqX549vf,when was it over? (feat. Sam Hunt),Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,"['alt z', 'electropop', 'pop']",218093,67,False,0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,Life_Sucks,Sad,3,0
540,Better in Time,2iXBZ32Fz5VDCLeE0JIdX5,Spirit,Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",234173,67,False,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,Life_Sucks,Sad,3,0
541,Head Above Water,7gY3cyGcB2wnk2xDXiA0pe,Head Above Water,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",220850,67,False,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,Life_Sucks,Sad,3,0
542,Homesick,5E5MqaS6eOsbaJibl3YeMZ,Dua Lipa (Deluxe),Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'uk pop']",230480,67,False,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,Life_Sucks,Sad,3,0
543,Turn Back Time,4KnnWpUyPfQD6X5SQSTlH3,Turn Back Time,Daniel Schulz,3pVuaUisHmRfVy53qWwmql,['scandipop'],223561,67,False,0.68,0.346,7,-6.533,1,0.0302,0.231,0.0,0.26,0.224,95.952,Life_Sucks,Sad,3,0
544,better off,7bdYxWPCs46dQ0XLwySOyv,glisten,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,"['electropop', 'pop']",193946,67,False,0.708,0.322,8,-12.46,0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,Life_Sucks,Sad,3,0
545,Collide,6dwkFmLUz6hx2CZG2EqLol,Stop All The World Now,Howie Day,0ekbDNE2eOq8QiaXM34wer,"['acoustic pop', 'neo mellow', 'pop rock']",249120,67,False,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,Life_Sucks,Sad,3,0
546,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,"['danish pop', 'pop', 'scandipop']",205463,67,False,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,Life_Sucks,Sad,3,0
547,Afterthought,1ggYjU6zdFHgANcku82boU,Nectar,Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop'],194871,67,False,0.668,0.547,1,-8.024,1,0.0353,0.398,0.0766,0.0931,0.192,83.5,Life_Sucks,Sad,3,0
548,I Can't Fall in Love Without You,4VPXFi4vFTtS9wHe6oMQaT,So Good,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",180640,66,True,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,Life_Sucks,Sad,3,1
549,Perfectly Wrong,6nat4Z7iRKWVk1qngQqI0Q,Shawn Mendes,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'dance pop', 'pop', 'viral pop']",212773,66,False,0.361,0.311,2,-11.748,0,0.0369,0.872,0.0,0.0987,0.323,89.362,Life_Sucks,Sad,3,0
550,I Won't Give Up,05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",240165,66,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,Life_Sucks,Sad,3,0
551,Cry with you,46LAHXpuIUZ5kR7AyQ1qmd,CRUSHER,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,"['electropop', 'pop']",217040,66,True,0.516,0.323,2,-9.688,1,0.0716,0.489,4.82e-06,0.189,0.386,159.861,Life_Sucks,Sad,3,1
552,I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,Plans,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,"['indie pop', 'indie rock', 'modern rock', 'washington indie']",189186,66,False,0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,Life_Sucks,Sad,3,0
553,Need You Now,7h70RTLbnhDyPGXjl3iEhh,Need You Now,Lady A,32WkQRZEVKSzVAAYqukAEA,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop']",236440,66,False,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,Life_Sucks,Sad,3,0
554,Turning Tables,4oy98QoABnGKpvapDkI525,21,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",250000,66,False,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,Life_Sucks,Sad,3,0
555,Such A Simple Thing,4PuUa8e5s7P3Zv1IdCGIsa,Part Of The Light,Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj,"['acoustic pop', 'indie folk', 'neo mellow', 'stomp and holler']",296386,66,False,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,Life_Sucks,Sad,3,0
556,You Said You'd Grow Old With Me,41WTP0gosjYD74B06uS2tL,Wide Awake,Michael Schulte,21aa4pj9BvbFB2iT8kRpnq,"['german pop', 'tvog', 'uk pop']",224743,65,False,0.531,0.347,0,-7.044,1,0.0345,0.905,0.0,0.0935,0.289,114.441,Life_Sucks,Sad,3,0
557,Keep Holding On,4UPcXTh26ilb7owtuyHqNI,The Best Damn Thing (Expanded Edition),Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",239906,65,False,0.162,0.786,7,-2.353,1,0.038,0.0374,0.0,0.143,0.138,161.192,Life_Sucks,Sad,3,0
558,In My Veins - Feat. Erin Mccarley,7LwGBxB0h0CVmkOZxYKn0g,In My Veins (Feat. Erin Mccarley),Andrew Belle,3UAk61T8PItbpgEi9u7ofY,"['acoustic pop', 'indie folk', 'neo mellow']",318908,65,False,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,Life_Sucks,Sad,3,0
559,I Can't Carry This Anymore,2vzWylXWogTG11HR0frews,I Can't Carry This Anymore,Anson Seabra,2jHp7gQArCQrlMvdrIVFCg,"['gen z singer-songwriter', 'pop', 'uk pop']",200000,65,False,0.451,0.0873,3,-16.815,1,0.063,0.907,2.46e-06,0.355,0.456,166.603,Life_Sucks,Sad,3,0
560,Is It Just Me? (feat. JP Cooper),754zNJgoWQaGETFzSYVlmC,Is It Just Me?,Emily Burns,6Gi8ZaXGx8MK79HwzXpuVZ,"['alt z', 'uk pop']",203300,65,True,0.478,0.339,4,-7.355,1,0.0544,0.688,0.0,0.104,0.288,145.441,Life_Sucks,Sad,3,1
561,The Story Never Ends,3u5bTqHMM1P34ZkbwzdckV,I met you when I was 18. (the playlist),Lauv,5JZ7CnR6gTvEMKX4g70Amv,"['electropop', 'pop']",229029,65,False,0.614,0.126,9,-9.403,1,0.0376,0.911,0.0,0.148,0.351,119.945,Life_Sucks,Sad,3,0
562,Hold Back The River,7tmtOEDxPN7CWaQWBsG1DY,Chaos And The Calm,James Bay,4EzkuveR9pLvDVFNx6foYD,"['neo mellow', 'pop', 'uk pop']",238746,65,False,0.715,0.715,5,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,134.923,Life_Sucks,Sad,3,0
563,Breathe (2 AM),5auMzVHFr5Zfw6IbKarZ56,Wreck of the Day,Anna Nalick,4LoM3lMauQ540MW9QiyIcR,"['acoustic pop', 'lilith', 'neo mellow']",279826,65,False,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,Life_Sucks,Sad,3,0
564,Unsteady - Erich Lee Gravity Remix,7AOdyU64RafmvJUL4WMotN,Me Before You (Original Motion Picture Soundtrack),Various Artists,0LyfQWJT6nXafLPZqxe9Of,[],204586,65,False,0.345,0.574,2,-7.431,1,0.0435,0.0112,1.61e-05,0.343,0.0736,116.679,Life_Sucks,Sad,3,0
565,Close To You,6D2tzc8kRnZb7P1lNwMBLH,ANTI (Deluxe),Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",223213,65,False,0.494,0.17,10,-11.368,1,0.0337,0.895,0.0,0.139,0.145,80.098,Life_Sucks,Sad,3,0
566,Break My Heart Again,2is19a6HY7ZdWP654IMhEE,Break My Heart Again,FINNEAS,37M5pPGs6V1fchFJSgCguX,"['alt z', 'electropop', 'la indie', 'pop']",238012,64,False,0.402,0.151,4,-14.227,0,0.0395,0.907,0.0,0.0941,0.483,144.293,Life_Sucks,Sad,3,0
567,Front Porch,5sVyefkGgQeYCgnqr4KslQ,Front Porch,Joy Williams,4TCXgdDPm10ensLNCVnIYa,"['acoustic pop', 'christian indie', 'indie folk', 'indiecoustica', 'nashville americana', 'nashville singer-songwriter', 'neo mellow', 'new americana']",231813,64,False,0.567,0.224,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,124.44,Life_Sucks,Sad,3,0
568,The One,0My8NPmENHrN5W7OfgZnZJ,Coming Up for Air (Expanded Edition),Kodaline,4BxCuXFJrSWGi1KHcVqaU4,"['irish pop', 'pop', 'pop rock', 'uk pop']",232520,64,False,0.43,0.587,9,-8.003,1,0.0348,0.654,8.83e-05,0.158,0.332,156.006,Life_Sucks,Sad,3,0
569,Unlearn (with Gracie Abrams),6GH4tLwGW6HliKbZBdt6hD,Unlearn (with Gracie Abrams),benny blanco,5CiGnKThu5ctn9pBxv7DGa,"['dance pop', 'electropop', 'pop', 'pop rap']",155361,64,True,0.429,0.214,1,-12.261,1,0.242,0.897,0.0,0.105,0.189,77.849,Life_Sucks,Sad,3,1
570,Too Sad To Cry,3CRtbOoAP82y0VbPO5j1ft,Self Portrait,Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,"['alt z', 'electropop', 'pop']",208986,64,True,0.515,0.27,10,-9.935,1,0.0357,0.842,0.0,0.114,0.234,120.483,Life_Sucks,Sad,3,1
571,Favourite Ex,1a1SQeSqUKzH5OUVTEx4ae,Favourite Ex,Maisie Peters,2RVvqRBon9NgaGXKfywDSs,"['alt z', 'indie pop', 'pop', 'uk pop']",201694,64,False,0.396,0.177,5,-10.277,1,0.0378,0.718,0.0,0.139,0.221,177.215,Life_Sucks,Sad,3,0
572,Bad Life,1eEK8eQETi8q8bU0lxRMlq,Bad Life,Sigrid,4TrraAsitQKl821DQY42cZ,['norwegian pop'],226867,64,False,0.557,0.583,4,-4.127,1,0.0308,0.124,0.0,0.187,0.215,95.349,Life_Sucks,Sad,3,0
573,River Of Tears,3ArYVrRb0lDBLzuJJqIXzC,Know-It-All (Deluxe),Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",254506,64,False,0.389,0.373,6,-5.72,1,0.047,0.928,0.0,0.146,0.283,90.289,Life_Sucks,Sad,3,0
574,Call It Dreaming,1MxHIIzcTeFnaNsDGY3pfj,Beast Epic,Iron & Wine,4M5nCE77Qaxayuhp3fVn4V,"['chamber pop', 'indie folk', 'stomp and holler']",231754,64,False,0.512,0.501,5,-9.971,1,0.0325,0.609,6.25e-05,0.0973,0.726,79.989,Life_Sucks,Sad,3,0
575,Your Shirt,6zdg9ovHEPx9EblJcc7FGf,Your Shirt,Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,"['alt z', 'electropop', 'indie poptimism', 'pop', 'tropical house']",230000,63,False,0.433,0.478,2,-6.641,1,0.0725,0.191,0.0,0.32,0.173,179.98,Life_Sucks,Sad,3,0
576,Rush (feat. Jessie Reyez),7tTRP2vA00uScZ4SjB3ZQZ,Rush (feat. Jessie Reyez),Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']",198351,63,False,0.631,0.609,1,-7.394,1,0.0886,0.565,0.0,0.635,0.38,119.636,Life_Sucks,Sad,3,0
577,Ew,3Nc86B5XmDlG1KuEeSLD8x,Nectar,Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop'],207710,63,False,0.48,0.373,10,-9.297,1,0.0278,0.804,0.067,0.12,0.0376,114.078,Life_Sucks,Sad,3,0
578,You Don't Know,5F7dkkzWdHWPpn9zOYu8Ng,Tired Eyes,Katelyn Tarver,6i8Tae6takoQos2JZ4vdRn,"['alt z', 'post-teen pop', 'uk pop', 'viral pop']",260851,63,False,0.546,0.315,1,-8.532,1,0.0499,0.734,1.26e-06,0.105,0.139,78.076,Life_Sucks,Sad,3,0
579,Never Be Alone,4LWIp8HAFxpfg37mnxHqCS,Handwritten,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'dance pop', 'pop', 'viral pop']",215813,63,False,0.377,0.466,10,-6.927,1,0.0353,0.514,5.63e-05,0.0781,0.276,199.853,Life_Sucks,Sad,3,0
580,Dreaming with a Broken Heart,7keXdrB4mz57u4b8YkCwag,Continuum,John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']",245746,63,False,0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,Life_Sucks,Sad,3,0
581,It's Gotta Be You,6cAKeFFYW2aClZSUyvqAEW,Isaiah,Isaiah Firebrace,5lXfVoQxVgC5fpjkVqvNYn,"['australian pop', 'australian talent show']",193446,63,False,0.422,0.745,8,-4.632,1,0.0378,0.221,0.0,0.0981,0.588,95.487,Life_Sucks,Sad,3,0
582,Black Hole - Acoustic Version,1cpVLszZnKUHUjsJDTEi3D,Black Hole (Acoustic Version),Griff,5RJFJWYgtgWktosLrUDzff,"['dance pop', 'pop', 'tropical house', 'uk pop']",175979,62,False,0.824,0.3,1,-6.678,0,0.0565,0.854,0.0,0.174,0.227,112.867,Life_Sucks,Sad,3,0
583,Something's Gotta Give,7IL3UOlcJ6nmcCMwpnlfcA,Camila,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",236360,62,False,0.545,0.458,5,-4.6,0,0.0279,0.367,0.0,0.118,0.164,79.943,Life_Sucks,Sad,3,0
584,Lost On You,6glNKSv2aUtfQhe1SJBZZt,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']",197178,63,False,0.555,0.282,10,-8.228,1,0.0612,0.889,0.0,0.0927,0.382,125.522,Life_Sucks,Sad,3,0
585,down,7mOcLhVf0Aj6pIfi3LcSNW,down,Mokita,3sKeaby6GMSJWgYueZaSjE,"['chill pop', 'electropop', 'pop', 'uk pop']",194680,62,False,0.524,0.391,4,-9.021,1,0.041,0.789,0.0,0.0869,0.143,148.009,Life_Sucks,Sad,3,0
586,hate myself,1bXm6XU3SYSqQGLTRhUSfm,i used to think i could fly,Tate McRae,45dkTj5sMRSjrmBSBeiHym,"['pop', 'uk pop']",173306,61,True,0.47,0.279,7,-8.179,1,0.206,0.774,0.0,0.056,0.118,76.01,Life_Sucks,Sad,3,1
587,Wait,6AvfZXpbb6r35DfF7gHPRq,Red Pill Blues (Deluxe),Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],190642,61,False,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088,Life_Sucks,Sad,3,0
588,A Little Too Much,1T7AiFL9ruKKwlONN35Vh0,Handwritten,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'dance pop', 'pop', 'viral pop']",187026,63,False,0.451,0.507,11,-6.24,1,0.0316,0.473,0.0,0.108,0.564,165.76,Life_Sucks,Sad,3,0
589,Autumn Leaves - Deluxe Edition,7iBSkXB0pTvZasOLf0Qxk9,+,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",200755,61,False,0.555,0.257,10,-12.637,1,0.0299,0.892,1.42e-06,0.124,0.431,89.013,Life_Sucks,Sad,3,0
590,The Fault in Our Stars,6LteLVcW0oWLjuW6nePyWb,The Fault in Our Stars,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,"['australian pop', 'dance pop', 'pop', 'viral pop']",187194,61,False,0.481,0.179,3,-21.424,1,0.109,0.613,2.84e-05,0.145,0.405,74.85,Life_Sucks,Sad,3,0
591,The Best You Had,3i0VfLdOUCks9DmAht65XI,"The Sun Will Come up, The Seasons Will Change",Nina Nesbitt,7AzjETXRUKNRSJHMW9GIqd,"['alt z', 'dance pop', 'electropop', 'neo-singer-songwriter', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",176853,61,True,0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,Life_Sucks,Sad,3,1
592,I Have Questions,3NgCzSW98SsqBdpYcnm4kv,I Have Questions,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",221881,61,False,0.393,0.555,10,-6.096,0,0.276,0.405,0.0,0.105,0.22,167.999,Life_Sucks,Sad,3,0
593,Run,1zmgEIHE0eXH0IhBGuoTkP,Nectar,Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop'],195000,61,False,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,Life_Sucks,Sad,3,0
594,Opposite Of Loving Me - Stripped,4qMu6LIImRJVbxB70bdFJj,Opposite Of Loving Me (Stripped),Etham,5fywYLnKJi950Y5yMqavxm,"['alt z', 'pop', 'uk pop', 'viral pop']",211760,61,False,0.618,0.292,7,-10.826,0,0.0422,0.756,0.0,0.114,0.486,144.963,Life_Sucks,Sad,3,0
595,Why Don't You Love Me (feat. Demi Lovato),0cEBv7oJxFp3bfTFqWFI0R,Whatever,Hot Chelle Rae,6jTnHxhb6cDCaCu4rdvsQ0,"['australian pop', 'dance pop', 'dance rock', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",211413,61,False,0.53,0.802,2,-6.494,1,0.0362,0.121,0.0,0.118,0.566,148.054,Life_Sucks,Sad,3,0
596,Don't Forget About Me,4gVZhkcsZcwQ4mU1gEeXEO,XIII,CLOVES,355SqtHY4qKt2wIXrWku0c,['australian alternative pop'],268853,61,False,0.494,0.243,5,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,Life_Sucks,Sad,3,0
597,Champion,1z1mMZtZW0gvR9FSPc7JpJ,Champion,Elina,4K9OTkRXEFL6NDXFTqVmq9,"['alt z', 'australian pop', 'pop']",173237,61,False,0.65,0.171,6,-9.005,1,0.0519,0.921,0.0,0.127,0.284,119.522,Life_Sucks,Sad,3,0
598,The Hardest Part,1ODRbz1jZsSrTkpTVcYElX,Aftershock,Alexander 23,6sFHvCyqklnJpXC9Nh1aag,"['alt z', 'pop', 'uk pop']",203600,61,False,0.499,0.43,8,-8.932,1,0.0731,0.713,0.0,0.15,0.4,161.875,Life_Sucks,Sad,3,0
599,Heart Like Yours,1ym2ZnNbIV6TB4YUjAl2Z5,If I Stay (Original Motion Picture Soundtrack) [Deluxe Version],Various Artists,0LyfQWJT6nXafLPZqxe9Of,[],200560,61,False,0.497,0.259,7,-9.782,1,0.033,0.879,0.0,0.102,0.338,140.117,Life_Sucks,Sad,3,0
600,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,"['gauze pop', 'indietronica', 'shiver pop']",238805,85,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,You_and_Me,Romance,4,0
601,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,flora cash,6GpcBKNmZDIrRzYkPJu7Wd,"['indie pop', 'scandipop', 'swedish indie folk']",218883,75,False,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,You_and_Me,Romance,4,0
602,Call Me Lover,4Pg6x9W2ziSJh5iym9XRTB,Hypersonic Missiles,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,"['modern rock', 'north east england indie']",201106,60,False,0.505,0.599,8,-4.724,0,0.0376,0.177,0.0,0.078,0.467,86.084,You_and_Me,Romance,4,0
603,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",153000,83,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,You_and_Me,Romance,4,0
604,I Found,4lRuRtvftdSSUA7hLP7zAr,Pilot EP,Amber Run,0MmnmsAuQKRFpo6vJElcaU,['indie folk'],274226,60,False,0.28,0.317,7,-12.433,0,0.0474,0.879,0.00731,0.108,0.236,186.471,You_and_Me,Romance,4,0
605,Fade Into You,1LzNfuep1bnAUR9skqdHCK,So Tonight That I Might See,Mazzy Star,37w38cCSGgKLdayTRjna4W,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'rock', 'shoegaze', 'slowcore']",295600,79,False,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,You_and_Me,Romance,4,0
606,Call Me Back,14KP6cmTImZmrcAC5m0Azd,Mirror Master,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,"['modern alternative rock', 'modern rock', 'rock']",237746,57,False,0.75,0.365,7,-6.741,1,0.0372,0.202,0.0082,0.122,0.101,89.981,You_and_Me,Romance,4,0
607,Adore,1rPCgtaIF0CyKRgAwhtpbF,Adore,Amy Shark,2DORQjKJVYZMx9uu82UGtT,['australian pop'],184999,57,False,0.592,0.438,1,-10.054,1,0.0391,0.193,0.0,0.0564,0.259,67.445,You_and_Me,Romance,4,0
