,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist,Mood,MoodR,ExplicitR
280,One Day,2wwlAcqUIcvHNi3w2YWkZv,One Day EP,Falden,6O5LAkus9iGG1vvMGu5mDo,[],167804,53,False,0.713,0.7,11,-8.913,0,0.0549,0.0834,0.133,0.114,0.0827,122.984,Chill_Tracks,Chill,2,0
281,Pattern,56pKxbJR1QFD8fmcqNI4R5,Pattern,Le Youth,1Zz6NBe8UIZjm88TvehFtx,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house']",252058,53,False,0.612,0.741,4,-7.002,0,0.0359,0.0759,0.000416,0.121,0.0672,122.001,Chill_Tracks,Chill,2,0
284,I Still Need You,3WM935x8fQpvSskUP1LHPB,I Still Need You,ayokay,4BzCdhJTyTS3gumq9xmymb,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",178384,53,False,0.768,0.647,7,-6.978,1,0.0482,0.0686,0.000712,0.114,0.0645,121.014,Chill_Tracks,Chill,2,0
300,Comfort,2BmB9dEutF0cDtI5IbT8IE,"Going Home, Vol. 1",Khazali,4YrYwip7DToQ8tj6r7ZFVd,['modern alternative pop'],217366,52,False,0.673,0.642,0,-11.907,1,0.0449,0.326,0.0274,0.109,0.0744,115.973,Chill_Tracks,Chill,2,0
304,You Know That Feel Off Of Me,47G7kRIpFDQtgLxc3r0g5k,You Know That Feel Off Of Me,Tep No,7MlotYZhHjOlXcvmwrITj8,"['deep house', 'deep tropical house', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",218155,51,False,0.788,0.539,11,-9.538,0,0.0376,0.131,0.0,0.19,0.431,115.042,Chill_Tracks,Chill,2,0
326,All Your Love,2oHwD3ipoRTMNgHuZn6qdV,All Your Love,Flight Facilities,1lc8mnyGrCLtPhCoWjRxjM,"['alternative dance', 'aussietronica', 'australian dance', 'indie soul', 'nu disco']",285004,50,False,0.648,0.752,5,-9.1,1,0.0456,0.43,0.12,0.112,0.232,119.933,Chill_Tracks,Chill,2,0
328,Falling,3qomIBwYjMXzo0qDVfSYzc,Falling,Chris Malinchak,5UVzX8pQe6bb5ueNdfViih,"['deep house', 'nu disco', 'tropical house']",197739,50,False,0.627,0.747,5,-9.231,0,0.108,0.0259,0.0501,0.17,0.106,125.031,Chill_Tracks,Chill,2,0
329,Hold Tight (feat. Darla Jade),053bbGyTwKCwmSzE78G2Us,Hold Tight (feat. Darla Jade),BLOND:ISH,6zsJjoCtL1WByG0VsuFWzR,"['deep disco house', 'organic house']",185696,50,False,0.602,0.862,9,-7.527,0,0.0297,0.0107,0.00519,0.139,0.287,118.001,Chill_Tracks,Chill,2,0
334,Breathe - CamelPhat Just Chill Mix,6omsLkEQDeDHtILgj3Vkmn,Breathe (CamelPhat Just Chill Mix),CamelPhat,240wlM8vDrf6S4zCyzGj2W,"['deep tech house', 'edm', 'house', 'progressive house']",271487,50,False,0.534,0.758,9,-7.205,0,0.041,0.0694,0.0462,0.0838,0.334,97.968,Chill_Tracks,Chill,2,0
339,Monster,4D4oB9iQGMjwfLpTGTBNNU,Monster,Nico de Andrea,3h1aCZ3gZ4zIWxnsxcBrPD,['afro house'],219602,50,False,0.706,0.782,9,-6.456,0,0.0377,0.00528,0.0132,0.0634,0.338,118.005,Chill_Tracks,Chill,2,0
341,Too Weak,0IwnyVENCHeAnSPA8xcG14,Coming Home,Jerro,1WHFu22zN1C6F11Z1rt12K,['tropical house'],240510,50,False,0.684,0.652,7,-10.281,0,0.0422,0.122,0.035,0.0836,0.0464,119.969,Chill_Tracks,Chill,2,0
345,Breathe,5ag0L0xkUGJrkXmalqOfho,Breathe,Arctic Lake,0IEPb9ily3E5IAYMSkwtQ6,"['uk pop', 'vapor pop', 'vapor soul']",196052,50,False,0.596,0.329,7,-12.009,0,0.0687,0.757,1.69e-06,0.147,0.144,113.617,Chill_Tracks,Chill,2,0
357,Wild Skies,62bxIf35DGi5hAEJMcBAGJ,Wild Skies,Eli & Fur,5CkVLGKUJkIc1pmSk10QP4,"['house', 'progressive house', 'tropical house']",204361,49,False,0.611,0.628,8,-10.614,1,0.0317,0.685,0.0955,0.0788,0.335,98.011,Chill_Tracks,Chill,2,0
361,Something Familiar,0Af3QIr4DnHqBsfEpU223O,Something Familiar,Blonde Maze,7jKdwKEJDwdloy2X6fyk9Y,"['indie electropop', 'vapor soul']",233500,49,False,0.532,0.466,6,-10.637,1,0.0469,0.573,0.0275,0.286,0.175,105.018,Chill_Tracks,Chill,2,0
362,Deja Vu,0Mphb8UtgDZGUGA002437C,"Give Me Summer, Pt. 2",Ehrling,5wo7dlNLNdFmaaU7NTtdoT,['tropical house'],231500,49,False,0.661,0.771,6,-6.102,0,0.0361,0.00564,0.0594,0.0975,0.303,120.004,Chill_Tracks,Chill,2,0
369,Dreaming,6CwaYw74Ba0TbvsUyrBIGL,Dreaming,Le Youth,1Zz6NBe8UIZjm88TvehFtx,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house']",285712,48,False,0.519,0.715,2,-10.934,1,0.0333,0.312,0.129,0.121,0.117,121.008,Chill_Tracks,Chill,2,0
375,Hindsight,1LY3wORUYTg8t2lZ1v6wHq,Hindsight,Tom Martin,4P0KP5wunIHTElWsbeCow2,[],222056,48,False,0.713,0.651,4,-7.731,0,0.042,0.106,0.0547,0.122,0.203,107.011,Chill_Tracks,Chill,2,0
379,Empty Promise,0sEn4RyabCmp3dGbbT5J6I,"Happiness, Guaranteed",Mansionair,4qOzMSukiZoiSjPQw8Zs7s,"['aussietronica', 'electropop', 'indietronica', 'vapor soul']",231578,48,False,0.738,0.633,0,-6.864,1,0.0308,0.819,0.000101,0.124,0.329,114.01,Chill_Tracks,Chill,2,0
386,Riffs of the Night,16Q23rwqIqNUoVsm062KGp,Riffs of the Night,Jos & Eli,3nOp9kU7OluZlOGCdqWqS3,['israeli techno'],248538,47,False,0.612,0.681,11,-6.83,0,0.0348,0.00294,0.0312,0.0853,0.639,122.002,Chill_Tracks,Chill,2,0
388,Sentir,5xb2vxUeGJ7Yeclvfaq1O8,Temporary Love,Mishegas,1F3BcbR6yzILOCzzA3i0Rh,['vapor soul'],140851,47,False,0.61,0.564,7,-9.155,1,0.0412,0.377,0.11,0.148,0.494,140.013,Chill_Tracks,Chill,2,0
393,Another Love,3JvKfv6T31zO0ini8iNItO,Long Way Down (Deluxe),Tom Odell,2txHhyCwHjUEpJjWrEyqyX,"['chill pop', 'pop']",244360,93,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,Life_Sucks,Sad,3,1
394,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']",200185,89,False,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,Life_Sucks,Sad,3,0
395,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,In The Lonely Hour,Sam Smith,2wY79sveU1sp5g7SokKOiI,"['dance pop', 'pop', 'uk pop']",239316,88,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,Life_Sucks,Sad,3,0
396,Running Up That Hill (A Deal With God) - 2018 Remaster,29d0nY7TzCoi22XBqDQkiP,Hounds of Love (2018 Remaster),Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",300840,87,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,Life_Sucks,Sad,3,0
398,august,3hUxzQpSfdDqwM3ZTFQY0K,folklore,Taylor Swift,06HL4z0CvFAxyc27GXpf02,['pop'],261922,87,False,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,Life_Sucks,Sad,3,0
399,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,Unorthodox Jukebox,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop']",213826,86,False,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,Life_Sucks,Sad,3,0
400,In The Stars,1ei3hzQmrgealgRKFxIcWn,In The Stars,Benson Boone,22wbnEMDvgVIAGdFeek6ET,['pop'],216410,86,False,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,Life_Sucks,Sad,3,0
401,Memories,4cktbXiXOapiLBMprHFErI,JORDI (Deluxe),Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],189486,86,False,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,Life_Sucks,Sad,3,0
403,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,x (Deluxe Edition),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",258986,85,False,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,Life_Sucks,Sad,3,0
405,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,Harry Styles,Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop'],340706,85,False,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,Life_Sucks,Sad,3,0
406,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,X&Y,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",295533,84,False,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,Life_Sucks,Sad,3,0
407,you broke me first,45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,45dkTj5sMRSjrmBSBeiHym,"['pop', 'uk pop']",169265,84,True,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,Life_Sucks,Sad,3,1
408,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,YOU,James Arthur,4IWBUUAFIplrNtaOHcJPRM,"['pop', 'talent show', 'uk pop']",248373,84,False,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,Life_Sucks,Sad,3,0
411,when the party's over,43zdsphuZLzwA9k4DJhU0I,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']",196077,84,False,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,Life_Sucks,Sad,3,0
413,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,Only Human (Deluxe),Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,"['neo mellow', 'pop', 'uk pop']",204326,81,False,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,Life_Sucks,Sad,3,0
415,Ivy,2ZWlPOoWh0626oTaHrnl2a,Blonde,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",249191,81,True,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,Life_Sucks,Sad,3,1
416,Train Wreck,55Am8neGJkdj2ADaM3aw5H,Back from the Edge,James Arthur,4IWBUUAFIplrNtaOHcJPRM,"['pop', 'talent show', 'uk pop']",208826,81,False,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,Life_Sucks,Sad,3,0
417,Pacify Her,360Wr96ywrCQq4kTAJ8Pq6,Cry Baby (Deluxe Edition),Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,"['alt z', 'electropop', 'pop']",220013,81,False,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,Life_Sucks,Sad,3,0
418,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,Only Human (Deluxe),Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,"['neo mellow', 'pop', 'uk pop']",260285,81,False,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,Life_Sucks,Sad,3,0
419,Happier,2RttW7RAu5nOAfq6YFvApB,÷ (Deluxe),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",207520,81,False,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,Life_Sucks,Sad,3,0
420,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,The Diary Of Alicia Keys,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",228706,81,False,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,Life_Sucks,Sad,3,0
421,Let You Down,52okn5MNA47tk87PeZJLEL,Perception,NF,6fOMl44jA4Sp5b9PpYCkzz,"['hip hop', 'pop rap', 'rap']",212120,80,False,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,Life_Sucks,Sad,3,0
423,Half A Man,1ugQtcwmKOXvKAYzhjncmv,A Place We Knew,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,"['australian pop', 'pop', 'uk pop']",179120,79,False,0.507,0.204,0,-11.575,1,0.0504,0.855,0.0,0.143,0.343,77.765,Life_Sucks,Sad,3,0
425,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,Back from the Edge,James Arthur,4IWBUUAFIplrNtaOHcJPRM,"['pop', 'talent show', 'uk pop']",246880,79,False,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,Life_Sucks,Sad,3,0
427,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,Title (Deluxe),Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",225053,78,False,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,Life_Sucks,Sad,3,0
428,Hold Me While You Wait,60iSKGrGazRzICtMjADNSM,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']",205686,78,False,0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,Life_Sucks,Sad,3,0
430,Like I Want You,6qBFSepqLCuh5tehehc1bd,TAKE TIME,Giveon,4fxd5Ee7UefO4CUXgwJ7IP,"['pop', 'r&b']",260776,78,False,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,Life_Sucks,Sad,3,0
432,You & I,2afCBiru10AFckfOa49wIa,Midnight Memories (Deluxe),One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",237933,78,False,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,Life_Sucks,Sad,3,0
433,Impossible,5yVIlYEHZxQVLyInCdldoS,James Arthur (Deluxe),James Arthur,4IWBUUAFIplrNtaOHcJPRM,"['pop', 'talent show', 'uk pop']",209440,78,False,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,Life_Sucks,Sad,3,0
434,Wish You Were Sober,0kn2gu8Pd03DiYHzRvX2Xk,Kid Krow,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,"['bedroom pop', 'pop']",168880,79,True,0.701,0.728,2,-5.226,1,0.0468,0.0178,0.0,0.17,0.696,91.071,Life_Sucks,Sad,3,1
435,you were good to me,4CxFN5zON70B3VOPBYbd6P,brent,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,"['electropop', 'pop']",219146,77,False,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,Life_Sucks,Sad,3,0
436,Little Do You Know,1almCHdsfikRPfVB9VrEdT,It's About Us,Alex & Sierra,58MLl9nC29IXbE4nEtuoP2,"['neo mellow', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",185200,77,False,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,Life_Sucks,Sad,3,0
437,No Time To Die,73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']",242265,77,False,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,Life_Sucks,Sad,3,0
438,Control,50Td3qilgs8BLtv8mHyT1t,Control,Zoe Wees,03d2mJXSMtuPI0nIvLnhoS,"['german pop', 'uk pop']",230880,77,False,0.599,0.465,4,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,Life_Sucks,Sad,3,0
439,Jealous,4G92yYrUs0cvY7G41YRI0z,Jealous - EP,Labrinth,2feDdbD5araYcm6JhFHHw7,"['indie poptimism', 'pop']",287693,77,False,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,Life_Sucks,Sad,3,0
440,Forever,12OLyHDxt6dqlAybSPFBK3,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']",210863,77,False,0.646,0.355,1,-7.119,1,0.0263,0.873,0.0,0.115,0.364,84.988,Life_Sucks,Sad,3,0
441,idfc,6y6jbcPG4Yn3Du4moXaenr,deadroses,blackbear,2cFrymmkijnjDg9SS92EPM,"['electropop', 'pop', 'pop rap']",245172,76,True,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,Life_Sucks,Sad,3,1
442,Let Her Go,1KxwZYyzWNyZSRyErj2ojT,All The Little Lights,Passenger,0gadJ2b9A4SKsB1RFkBb66,"['folk-pop', 'neo mellow']",252733,76,False,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,Life_Sucks,Sad,3,0
443,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,Better,Haley Reinhart,5cKlE8f6b26h61Ml7m052Q,['idol'],173174,76,False,0.41,0.0485,0,-13.918,1,0.038,0.947,0.0,0.108,0.247,137.97,Life_Sucks,Sad,3,0
444,Little Things,0TAmnCzOtqRfvA38DDLTjj,Take Me Home (Expanded Edition),One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",219040,76,False,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,Life_Sucks,Sad,3,0
445,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,The Thrill Of It All (Special Edition),Sam Smith,2wY79sveU1sp5g7SokKOiI,"['dance pop', 'pop', 'uk pop']",201000,76,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,Life_Sucks,Sad,3,0
446,Who (feat. BTS),2qG81jL9UIP54uS8gYyP4k,~how i'm feeling~,Lauv,5JZ7CnR6gTvEMKX4g70Amv,"['electropop', 'pop']",180413,76,False,0.632,0.339,11,-7.983,0,0.0337,0.546,0.0,0.104,0.0969,141.642,Life_Sucks,Sad,3,0
447,Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,÷ (Deluxe),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",221106,76,False,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,Life_Sucks,Sad,3,0
451,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,Chapters,James TW,0B3N0ZINFWvizfa8bKiz4v,"['neo mellow', 'pop', 'pop rock', 'uk pop']",216560,75,False,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,Life_Sucks,Sad,3,0
452,When We Were Young,7GgWAITsYJaRM3r50rfh5w,25,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",290900,75,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,Life_Sucks,Sad,3,0
453,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,Breach,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']",182160,75,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,Life_Sucks,Sad,3,0
455,sex money feelings die - slowed version,0dkvbYmXYEPK7gGMdytmfI,sex money feelings die (slowed version),Lykke Li,6oBm8HB0yfrIc9IHbxs6in,"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",168810,75,True,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,Life_Sucks,Sad,3,1
456,Breakeven,285hMzLhJwHVLe9QT9qilk,The Script,The Script,3AQRLZ9PuTAozP28Skbq8V,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'uk pop']",261426,75,False,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,Life_Sucks,Sad,3,0
457,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,25,Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",285935,75,False,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,Life_Sucks,Sad,3,0
458,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,Continuum,John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']",242000,75,False,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,Life_Sucks,Sad,3,0
460,Trouble,0R8P9KfGJCDULmlEoBagcO,Parachutes,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",273426,74,False,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,Life_Sucks,Sad,3,0
461,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,The Pains Of Growing,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",227693,74,False,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,Life_Sucks,Sad,3,0
462,Heal,4KlL5Bwlm4yHYxr0B2rHci,Long Way Down (Deluxe),Tom Odell,2txHhyCwHjUEpJjWrEyqyX,"['chill pop', 'pop']",193080,74,False,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,Life_Sucks,Sad,3,0
463,Unsteady,7lGKEWMXVWWTt3X71Bv44I,VHS,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",193546,74,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,Life_Sucks,Sad,3,0
464,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",275280,74,False,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,Life_Sucks,Sad,3,0
466,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf,The Script,The Script,3AQRLZ9PuTAozP28Skbq8V,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'uk pop']",241373,75,False,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894,Life_Sucks,Sad,3,0
467,prom dress,2xCGBWfzTe8l2kvHpgvB6M,the masquerade,mxmtoon,0HthCchcL0kVLHTr113Vk1,"['bedroom pop', 'indie pop', 'pop']",197933,74,False,0.56,0.674,10,-6.048,1,0.0446,0.698,0.0,0.123,0.421,119.942,Life_Sucks,Sad,3,0
469,Sorry,44n97yHySt0Z9rqPaXgjCK,hopeless fountain kingdom (Deluxe),Halsey,26VFTg2z8YR0cCuwLzESi2,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",220540,74,False,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,Life_Sucks,Sad,3,0
470,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,folklore,Taylor Swift,06HL4z0CvFAxyc27GXpf02,['pop'],190898,74,False,0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,Life_Sucks,Sad,3,0
471,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,lovestrong.,Christina Perri,7H55rcKCfwqkyDFH9wpKM6,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",246587,74,False,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,Life_Sucks,Sad,3,0
473,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,Daylight,Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop'],163905,73,True,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,Life_Sucks,Sad,3,1
474,Skinny Love,3B3eOgLJSqPEA0RfboIQVM,"For Emma, Forever Ago",Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,"['eau claire indie', 'indie folk', 'melancholia']",238520,73,False,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,Life_Sucks,Sad,3,0
475,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,Mansion,NF,6fOMl44jA4Sp5b9PpYCkzz,"['hip hop', 'pop rap', 'rap']",270453,73,False,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,Life_Sucks,Sad,3,0
476,One More Light,3xXBsjrbG1xQIm1xv1cKOt,One More Light,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",255066,73,False,0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,Life_Sucks,Sad,3,0
479,feel like shit,2EBnvom1dTybtm75a3Xh1T,feel like shit,Tate McRae,45dkTj5sMRSjrmBSBeiHym,"['pop', 'uk pop']",204314,72,True,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,Life_Sucks,Sad,3,1
480,Turning Page,2kfGoV9a5dbSKCNmUWH2ZF,Turning Page,Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,"['ambient worship', 'chamber pop', 'pop']",255893,72,False,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,Life_Sucks,Sad,3,0
481,Violent,7CFfqRW50ffULvBv7lfIIg,Violent,carolesdaughter,2hiq2iBnUik3mrOfEgRSpB,"['alt z', 'indie pop', 'viral rap']",135877,72,False,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,Life_Sucks,Sad,3,0
482,Waiting For Never,753lkDSNs2u188xbl8Vrnx,Twelve Carat Toothache (Deluxe),Post Malone,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'rap']",196986,72,True,0.593,0.834,10,-3.738,1,0.0424,0.115,0.0,0.191,0.555,151.944,Life_Sucks,Sad,3,1
